function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
107628;libtorch_cpu.so;c10::intrusive_ptr<c10::StorageImpl, c10::detail::intrusive_target_default_null_type<c10::StorageImpl> >::intrusive_ptr(c10::StorageImpl*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1013intrusive_ptrINS_11StorageImplENS_6detail34intrusive_target_default_null_typeIS1_EEEC1EPS1_;;
107600;libtorch_cpu.so;at::detail::empty_generic(c10::ArrayRef<long>, c10::Allocator*, c10::DispatchKeySet, c10::ScalarType, std::optional<c10::MemoryFormat>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail13empty_genericEN3c108ArrayRefIlEEPNS1_9AllocatorENS1_14DispatchKeySetENS1_10ScalarTypeESt8optionalINS1_12MemoryFormatEE;;
107591;libtorch_cpu.so;at::detail::empty_strided_cpu(c10::ArrayRef<long>, c10::ArrayRef<long>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail17empty_strided_cpuEN3c108ArrayRefIlEES3_St8optionalINS1_10ScalarTypeEES4_INS1_6LayoutEES4_INS1_6DeviceEES4_IbE;;
107589;libtorch_cpu.so;at::detail::empty_strided_generic(c10::ArrayRef<long>, c10::ArrayRef<long>, c10::Allocator*, c10::DispatchKeySet, c10::ScalarType);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail21empty_strided_genericEN3c108ArrayRefIlEES3_PNS1_9AllocatorENS1_14DispatchKeySetENS1_10ScalarTypeE;;
107588;libtorch_cpu.so;at::detail::computeStorageNbytesContiguous(c10::ArrayRef<long>, unsigned long, unsigned long);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail30computeStorageNbytesContiguousEN3c108ArrayRefIlEEmm;;
107583;libtorch_cpu.so;at::detail::(anonymous namespace)::GetCPUAllocatorMaybePinned(bool);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail12_GLOBAL__N_126GetCPUAllocatorMaybePinnedEb;;
-1;kernel;copy_page;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";copy_page;;
-1;kernel;clear_page_erms;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";clear_page_erms;;
-1;kernel;xas_start;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";xas_start;;
-1;kernel;blk_account_io_start;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";blk_account_io_start;;
-1;kernel;d_alloc_parallel;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";d_alloc_parallel;;
33938;libtorch_cpu.so;_ZN2at4meta14structured_any4metaERKNS_6TensorE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4meta14structured_any4metaERKNS_6TensorE@plt;;
-1;kernel;vfs_statx;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";vfs_statx;;
33328;libtorch_cpu.so;_ZN5torch8autograd4impl20set_grad_accumulatorERKN2at6TensorESt8weak_ptrINS0_4NodeEE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd4impl20set_grad_accumulatorERKN2at6TensorESt8weak_ptrINS0_4NodeEE@plt;;
32562;libtorch_cpu.so;_ZN2at4_ops9eq_Scalar10redispatchEN3c1014DispatchKeySetERKNS_6TensorERKNS2_6ScalarE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops9eq_Scalar10redispatchEN3c1014DispatchKeySetERKNS_6TensorERKNS2_6ScalarE@plt;;
32522;libtorch_cpu.so;_ZNK2at18TensorIteratorBase5numelEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK2at18TensorIteratorBase5numelEv@plt;;
32057;libtorch_cpu.so;_ZN5torch8autograd4impl17get_autograd_metaERKN2at10TensorBaseE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd4impl17get_autograd_metaERKN2at10TensorBaseE@plt;;
-1;kernel;__count_memcg_events;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__count_memcg_events;;
-1;kernel;__lruvec_stat_mod_folio;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__lruvec_stat_mod_folio;;
-1;kernel;__mod_lruvec_state;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__mod_lruvec_state;;
-1;kernel;__mod_memcg_lruvec_state;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__mod_memcg_lruvec_state;;
31441;libtorch_cpu.so;_ZN2at4meta23structured__log_softmax4metaERKNS_6TensorElb@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4meta23structured__log_softmax4metaERKNS_6TensorElb@plt;;
30981;libtorch_cpu.so;_ZN2at6native4itemERKNS_6TensorE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native4itemERKNS_6TensorE@plt;;
30222;libtorch_python.so;torch::utils::is_numpy_int(_object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch5utils12is_numpy_intEP7_object;;
30221;libtorch_python.so;torch::utils::is_numpy_available();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch5utils18is_numpy_availableEv;;
30192;libtorch_python.so;c10::dispatchKeyToTensorOptions(c10::DispatchKey);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1026dispatchKeyToTensorOptionsENS_11DispatchKeyE;;
30191;libtorch_python.so;c10::dispatchKeyToDeviceType(c10::DispatchKey);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1023dispatchKeyToDeviceTypeENS_11DispatchKeyE;;
30092;libtorch_python.so;pybind11::detail::type_caster<c10::SymInt, void>::load(pybind11::handle, bool);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind116detail11type_casterIN3c106SymIntEvE4loadENS_6handleEb;;
30075;libtorch_python.so;c10::Dispatcher::callBoxed(c10::OperatorHandle const&, std::vector<c10::IValue, std::allocator<c10::IValue> >*) const;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010Dispatcher9callBoxedERKNS_14OperatorHandleEPSt6vectorINS_6IValueESaIS5_EE;;
29710;libtorch_python.so;THPUtils_checkScalar(_object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_Z20THPUtils_checkScalarP7_object;;
-1;kernel;___slab_alloc;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";___slab_alloc;;
29679;libtorch_python.so;torch::PythonArgs::scalar_slow(_object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch10PythonArgs11scalar_slowEP7_object;;
29678;libtorch_python.so;torch::is_int_or_symint_list(_object*, int, long*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torchL21is_int_or_symint_listEP7_objectiPl;;
29677;libtorch_python.so;torch::is_int_or_symint(_object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torchL16is_int_or_symintEP7_object;;
29667;libtorch_python.so;torch::PythonArgParser::check_deprecated(torch::FunctionSignature const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch15PythonArgParser16check_deprecatedERKNS_17FunctionSignatureE;;
29447;libtorch_python.so;c10::backendToDispatchKey(c10::Backend);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1020backendToDispatchKeyENS_7BackendE;;
29413;libtorch_python.so;at::from_blob(void*, c10::ArrayRef<long>, c10::ArrayRef<long>, std::function<void (void*)> const&, c10::TensorOptions const&, std::optional<c10::Device>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at9from_blobEPvN3c108ArrayRefIlEES3_RKSt8functionIFvS0_EERKNS1_13TensorOptionsESt8optionalINS1_6DeviceEE;;
-1;kernel;__alloc_pages;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__alloc_pages;;
-1;kernel;get_page_from_freelist;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";get_page_from_freelist;;
-1;kernel;free_pcppages_bulk;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";free_pcppages_bulk;;
-1;kernel;free_tail_page_prepare;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";free_tail_page_prepare;;
28651;libtorch_cpu.so;_ZN2at4_ops10select_int10redispatchEN3c1014DispatchKeySetERKNS_6TensorElNS2_6SymIntE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops10select_int10redispatchEN3c1014DispatchKeySetERKNS_6TensorElNS2_6SymIntE@plt;;
-1;kernel;handle_mm_fault;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";handle_mm_fault;;
-1;kernel;__handle_mm_fault;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__handle_mm_fault;;
-1;kernel;lock_vma_under_rcu;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";lock_vma_under_rcu;;
-1;kernel;do_fault;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";do_fault;;
27649;libtorch_cpu.so;_ZN3c1010TensorImpl17set_autograd_metaESt10unique_ptrINS_21AutogradMetaInterfaceESt14default_deleteIS2_EE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1010TensorImpl17set_autograd_metaESt10unique_ptrINS_21AutogradMetaInterfaceESt14default_deleteIS2_EE@plt;;
-1;kernel;folio_mark_accessed;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";folio_mark_accessed;;
-1;kernel;lru_add_fn;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";lru_add_fn;;
-1;kernel;lru_gen_add_folio;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";lru_gen_add_folio;;
26283;libtorch_python.so;pybind11::detail::instance::get_value_and_holder(pybind11::detail::type_info const*, bool) [clone .constprop.0];;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind116detail8instance20get_value_and_holderEPKNS0_9type_infoEb.constprop.0;;
26156;libtorch_python.so;pybind11::cpp_function::initialize<torch::jit::tracer::initPythonTracerBindings(_object*)::{lambda()#9}, std::shared_ptr<torch::jit::tracer::TracingState>, , pybind11::name, pybind11::scope, pybind11::sibling>(torch::jit::tracer::initPythonTracerBindings(_object*)::{lambda()#9}&&, std::shared_ptr<torch::jit::tracer::TracingState> (*)(), pybind11::name const&, pybind11::scope const&, pybind11::sibling const&)::{lambda(pybind11::detail::function_call&)#3}::_FUN(pybind11::detail::function_call);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZZN8pybind1112cpp_function10initializeIZN5torch3jit6tracer24initPythonTracerBindingsEP7_objectEUlvE7_St10shared_ptrINS4_12TracingStateEEJEJNS_4nameENS_5scopeENS_7siblingEEEEvOT_PFT0_DpT1_EDpRKT2_ENUlRNS_6detail13function_callEE1_4_FUNESR_;;
26050;libtorch_cpu.so;memcpy@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";memcpy@plt;;
25885;libtorch_cpu.so;_ZN2at6native16DispatchStubImpl12get_call_ptrEN3c1010DeviceTypeEPvS4_S4_@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native16DispatchStubImpl12get_call_ptrEN3c1010DeviceTypeEPvS4_S4_@plt;;
25826;libtorch_python.so;void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt6vectorImSaImEE17_M_realloc_insertIJmEEEvN9__gnu_cxx17__normal_iteratorIPmS1_EEDpOT_;;
24970;libtorch_python.so;std::__detail::__variant::__gen_vtable_impl<true, std::__detail::__variant::_Multi_array<torch::jit::Operation (*)(c10::detail::overloaded_t<torch::jit::Operator::getOperation(torch::jit::Node const*) const::{lambda(torch::jit::Operator::C10Operator const&)#1}, torch::jit::Operator::getOperation(torch::jit::Node const*) const::{lambda(torch::jit::Operator::JitOnlyOperator const&)#2}>&&, std::variant<torch::jit::Operator::C10Operator, torch::jit::Operator::getOperation(torch::jit::Node const*) const::{lambda(torch::jit::Operator::C10Operator const&)#1}> const&)>, std::tuple<std::variant<torch::jit::Operator::C10Operator, torch::jit::Operator::getOperation(torch::jit::Node const*) const::{lambda(torch::jit::Operator::C10Operator const&)#1}> >, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(torch::jit::Operator::getOperation(torch::jit::Node const*) const::{lambda(torch::jit::Operator::JitOnlyOperator const&)#2}, std::variant<torch::jit::Operator::C10Operator, torch::jit::Operator::getOperation(torch::jit::Node const*) const::{lambda(torch::jit::Operator::C10Operator const&)#1}>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt8__detail9__variant17__gen_vtable_implILb1ENS0_12_Multi_arrayIPFN5torch3jit9OperationEON3c106detail12overloaded_tIJZNKS4_8Operator12getOperationEPKNS4_4NodeEEUlRKNS9_11C10OperatorEE_ZNKS9_12getOperationESC_EUlRKNS9_15JitOnlyOperatorEE0_EEERKSt7variantIJSD_SH_EEEJEEESt5tupleIJSQ_EESt16integer_sequenceImJLm0EEEE14__visit_invokeESM_SQ_;;
24953;libtorch_python.so;torch::jit::_get_operation_for_overload_or_packet(std::vector<std::shared_ptr<torch::jit::Operator>, std::allocator<std::shared_ptr<torch::jit::Operator> > > const&, c10::Symbol, pybind11::args, pybind11::kwargs const&, bool, std::optional<c10::DispatchKey>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch3jit37_get_operation_for_overload_or_packetERKSt6vectorISt10shared_ptrINS0_8OperatorEESaIS4_EEN3c106SymbolEN8pybind114argsERKNSB_6kwargsEbSt8optionalINS9_11DispatchKeyEE;;
24949;libtorch_python.so;torch::jit::toPyObject(c10::IValue);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch3jit10toPyObjectEN3c106IValueE;;
24941;libtorch_python.so;torch::jit::ToIValueAllowNumbersAsTensors::ToIValueAllowNumbersAsTensors(bool);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch3jit29ToIValueAllowNumbersAsTensorsC1Eb;;
24684;libtorch_cpu.so;_ZN2at14RecordFunctionC1ENS_11RecordScopeE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at14RecordFunctionC1ENS_11RecordScopeE@plt;;
23222;libtorch_python.so;pybind11::cpp_function::initialize<torch::jit::initJITBindings(_object*)::{lambda(std::string const&)#216}::operator()(std::string const&) const::{lambda(pybind11::args, pybind11::kwargs)#1}, pybind11::object, {lambda(std::string const&)#216}, pybind11::args, pybind11::name, pybind11::doc>(torch::jit::initJITBindings(_object*)::{lambda(std::string const&)#216}::operator()(std::string const&) const::{lambda(pybind11::args, pybind11::kwargs)#1}&&, pybind11::object (*)({lambda(std::string const&)#216}, pybind11::args), pybind11::name const&, pybind11::doc const&)::{lambda(pybind11::detail::function_call&)#3}::_FUN(pybind11::detail);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZZN8pybind1112cpp_function10initializeIZZN5torch3jit15initJITBindingsEP7_objectENKUlRKSsE214_clES7_EUlNS_4argsENS_6kwargsEE_NS_6objectEJS9_SA_EJNS_4nameENS_3docEEEEvOT_PFT0_DpT1_EDpRKT2_ENUlRNS_6detail13function_callEE1_4_FUNESS_;;
23183;libtorch_cpu.so;_ZN2at4impl22PythonTorchFunctionTLS9get_stateEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4impl22PythonTorchFunctionTLS9get_stateEv@plt;;
23142;libtorch_cpu.so;_ZN2at6native18structured_mul_out4implERKNS_6TensorES4_S4_@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native18structured_mul_out4implERKNS_6TensorES4_S4_@plt;;
23091;libtorch_python.so;void std::vector<long, std::allocator<long> >::_M_realloc_insert<long>(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long&&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt6vectorIlSaIlEE17_M_realloc_insertIJlEEEvN9__gnu_cxx17__normal_iteratorIPlS1_EEDpOT_;;
22838;libtorch_cpu.so;_ZN5torch8autograd13InputMetadataC1ERKN2at6TensorE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd13InputMetadataC1ERKN2at6TensorE@plt;;
-1;kernel;bpf_get_current_cgroup_id;;0.02;0;;;;;;;"0,0,0,0,0,100,0,0,0,0,0";bpf_get_current_cgroup_id;;
22407;libtorch_cpu.so;_ZN2at18TensorIteratorBase19mark_resize_outputsERKNS_20TensorIteratorConfigE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at18TensorIteratorBase19mark_resize_outputsERKNS_20TensorIteratorConfigE@plt;;
22142;libtorch_cpu.so;_ZN2at4_ops7view_as4callERKNS_6TensorES4_@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops7view_as4callERKNS_6TensorES4_@plt;;
21860;libtorch_python.so;at::empty(c10::ArrayRef<long>, c10::TensorOptions, std::optional<c10::MemoryFormat>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at5emptyEN3c108ArrayRefIlEENS0_13TensorOptionsESt8optionalINS0_12MemoryFormatEE;;
21805;libtorch_python.so;at::TensorBase::sym_sizes() const;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK2at10TensorBase9sym_sizesEv;;
21765;libtorch_python.so;THPVariable_device(THPVariable*, void*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZL18THPVariable_deviceP11THPVariablePv;;
21754;libtorch_python.so;THPVariable_dtype(THPVariable*, void*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZL17THPVariable_dtypeP11THPVariablePv;;
21701;libtorch_python.so;torch::autograd::THPVariable_as_tensor(_object*, _object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL21THPVariable_as_tensorEP7_objectS2_S2_;;
21455;libtorch_python.so;torch::autograd::python::PythonEngine::get_python_engine();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd6python12PythonEngine17get_python_engineEv;;
21113;libtorch_python.so;torch::jit::Object pybind11::cast<torch::jit::Object, 0>(pybind11::handle const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind114castIN5torch3jit6ObjectELi0EEET_RKNS_6handleE;;
20764;libtorch_python.so;torch::autograd::is_grad_enabled(_object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL15is_grad_enabledEP7_objectS2_;;
20750;libtorch_cpu.so;_ZN2at18TensorIteratorBase12mark_outputsEv@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at18TensorIteratorBase12mark_outputsEv@plt;;
20351;libtorch_python.so;(anonymous namespace)::ConcretePyInterpreterVTable::decref(_object*, bool) const;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK12_GLOBAL__N_127ConcretePyInterpreterVTable6decrefEP7_objectb;;
20223;libtorch_cpu.so;_ZN3c104impl29tls_set_dispatch_key_excludedENS_11DispatchKeyEb@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl29tls_set_dispatch_key_excludedENS_11DispatchKeyEb@plt;;
19838;libtorch_python.so;torch::getTypedStorageTypeObject();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch25getTypedStorageTypeObjectEv;;
19487;libtorch_cpu.so;_ZN5torch8autograd13SavedVariableC1ERKN2at6TensorEbb@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd13SavedVariableC1ERKN2at6TensorEbb@plt;;
19128;libtorch_cpu.so;_ZN2at20TensorIteratorConfig19add_borrowed_outputERKNS_10TensorBaseE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at20TensorIteratorConfig19add_borrowed_outputERKNS_10TensorBaseE@plt;;
18740;libtorch_python.so;torch::autograd::THPVariable_is_complex(_object*, _object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL22THPVariable_is_complexEP7_objectS2_S2_;;
18287;libtorch_python.so;pybind11::gil_scoped_release::~gil_scoped_release();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind1118gil_scoped_releaseD1Ev;;
18269;libtorch_python.so;std::vector<c10::IValue, std::allocator<c10::IValue> >::reserve(unsigned long);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt6vectorIN3c106IValueESaIS1_EE7reserveEm;;
18268;libtorch_python.so;std::vector<c10::IValue, std::allocator<c10::IValue> >::~vector();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt6vectorIN3c106IValueESaIS1_EED1Ev;;
18255;libtorch_python.so;torch::PythonArgs::scalar(int);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch10PythonArgs6scalarEi;;
18254;libtorch_python.so;torch::PythonArgs::optionalTensor(int);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch10PythonArgs14optionalTensorEi;;
18250;libtorch_python.so;THPUtils_unpackLong(_object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_Z19THPUtils_unpackLongP7_object;;
18116;libtorch_python.so;torch::autograd::THPVariable_any(_object*, _object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL15THPVariable_anyEP7_objectS2_S2_;;
17890;libtorch_python.so;torch::autograd::THPVariable_conj(_object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL16THPVariable_conjEP7_objectS2_;;
17763;libtorch_python.so;torch::autograd::THPVariable_is_floating_point(_object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL29THPVariable_is_floating_pointEP7_objectS2_;;
17742;libtorch_python.so;torch::autograd::THPVariable_integral_scalar(_object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL27THPVariable_integral_scalarEP7_objectS2_;;
17723;libtorch_python.so;torch::autograd::dispatch_to(at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL11dispatch_toERKN2at6TensorEN3c1010ScalarTypeEbbSt8optionalINS5_12MemoryFormatEE;;
17721;libtorch_python.so;torch::autograd::THPVariable_eq(_object*, _object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL14THPVariable_eqEP7_objectS2_S2_;;
17656;libtorch_python.so;torch::autograd::THPVariable_div(_object*, _object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL15THPVariable_divEP7_objectS2_S2_;;
17622;libtorch_python.so;torch::autograd::THPVariable_addcdiv_(_object*, _object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL20THPVariable_addcdiv_EP7_objectS2_S2_;;
17586;libtorch_python.so;torch::autograd::THPVariable_numel(_object*, _object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL17THPVariable_numelEP7_objectS2_;;
16840;libtorch_cpu.so;_ZN2at14namedinference27propagate_names_if_nonemptyEPN3c1010TensorImplENS1_8ArrayRefINS_7DimnameEEEb@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at14namedinference27propagate_names_if_nonemptyEPN3c1010TensorImplENS1_8ArrayRefINS_7DimnameEEEb@plt;;
16687;libtorch_cpu.so;_ZN2at18TensorIteratorBase15compute_stridesERKNS_20TensorIteratorConfigE@plt;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at18TensorIteratorBase15compute_stridesERKNS_20TensorIteratorConfigE@plt;;
-1;kernel;__cgroup_account_cputime_field;;0.02;0;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__cgroup_account_cputime_field;;
15544;libtorch_python.so;pybind11::detail::clear_instance(_object*);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind116detail14clear_instanceEP7_object;;
15506;libtorch_python.so;pybind11::gil_scoped_acquire::gil_scoped_acquire();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN8pybind1118gil_scoped_acquireC1Ev;;
15488;libtorch_python.so;void std::vector<char*, std::allocator<char*> >::_M_realloc_insert<char* const&>(__gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >, char* const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt6vectorIPcSaIS0_EE17_M_realloc_insertIJRKS0_EEEvN9__gnu_cxx17__normal_iteratorIPS0_S2_EEDpOT_;;
15486;libtorch_python.so;std::_Hashtable<void const*, std::pair<void const* const, pybind11::detail::instance*>, std::allocator<std::pair<void const* const, pybind11::detail::instance*> >, std::__detail::_Select1st, std::equal_to<void const*>, std::hash<void const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, false> >::equal_range(void const* const&);;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt10_HashtableIPKvSt4pairIKS1_PN8pybind116detail8instanceEESaIS8_ENSt8__detail10_Select1stESt8equal_toIS1_ESt4hashIS1_ENSA_18_Mod_range_hashingENSA_20_Default_ranged_hashENSA_20_Prime_rehash_policyENSA_17_Hashtable_traitsILb0ELb0ELb0EEEE11equal_rangeERS3_;;
15479;libtorch_python.so;c10::Scalar::toDouble() const;;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c106Scalar8toDoubleEv;;
15466;libtorch_python.so;std::vector<c10::SymInt, std::allocator<c10::SymInt> >::~vector();;0.02;0;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNSt6vectorIN3c106SymIntESaIS1_EED1Ev;;
